hhid,housing,high,hh_inc,hh_size,expec_stockret_prior,expec_hpgrowth_prior,expec_irate_perc,expec_inflation_perc,expec_houseprice_perc,expec_hh_workincome_perc,expec_stockret_perc,expec_gdp_perc,expec_rent_perc,female,age_hh_head_18_24,age_hh_head_25_29,age_hh_head_30_34,age_hh_head_35_39,age_hh_head_40_44,age_hh_head_45_49,age_hh_head_50_54,age_hh_head_55_64,age_hh_head_65,age_children_none,inc_5000,inc_5000_8000,inc_8000_10000,inc_10000_12000,inc_12000_15000,inc_15000_20000,inc_20000_25000,inc_25000_30000,inc_30000_35000,inc_35000_40000,inc_40000_45000,inc_45000_50000,inc_50000_60000,inc_60000_70000,inc_70000_100000,inc_100000,atleast_bachelor,owner,stockowner,prior,z_conf_prior,expec_irate_perc_t01,expec_inflation_perc_t01,expec_houseprice_perc_t01,expec_hh_workincome_perc_t01,expec_stockret_perc_t01,expec_gdp_perc_t01,expec_rent_perc_t01,prior_t01,prior_squ,prior_squ_t01
08644016,1,1,27,2,,5,2,3,8,3,5,4,20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-1.8331639,2,3,8,3,5,4,20,5,25,25
08644043,0,0,26,2,10,,.5,1.5,2,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,.77235729,.5,1.5,2,1,1,1,2,10,100,100
08644069,1,0,27,2,,15,5,5,4,3,10,2,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,15,-.096149743,5,5,4,3,10,2,10,15,225,225
08644081,0,1,23,3,5,,3.12,2,20,50,10,8,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,.77235729,3.1199999,2,20,50,10,8,5,5,25,25
08644110,1,0,23,3,,5,1,2,1.5,1,3.5,3,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,-.096149743,1,2,1.5,1,3.5,3,10,5,25,25
08644194,1,0,26,2,,15,3,3,5,1,2,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,-.096149743,3,3,5,1,2,2,10,15,225,225
08644211,0,1,26,2,5,,1,10,5,5,15,8,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,5,.77235729,1,10,5,5,15,8,10,5,25,25
08644217,0,0,26,3,1,,1.5,12,35,2.2,3,2,35,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,-.96465683,1.5,12,35,2.2,3,2,35,1,1,1
08644223,1,1,26,2,,5,1.5,2,6,0,8,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.96465683,1.5,2,6,0,8,3,5,5,25,25
08644225,1,0,27,2,,2,1,3,2,2,3,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,-.96465683,1,3,2,2,3,3,4,2,4,4
08644243,1,1,15,2,,2,5.75,2.5,6,2,2,8,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,-.96465683,5.75,2.5,6,2,2,8,5,2,4,4
08644251,0,0,26,2,5,,1,2.2,3,5,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,1.6408644,1,2.2,3,5,2,1,2,5,25,25
08644303,0,1,26,2,8,,.75,2.5,7,3,8,3,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,-.096149743,.75,2.5,7,3,8,3,7,8,64,64
08644327,0,0,21,2,5,,2,3,5,2,5,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,.77235729,2,3,5,2,5,4,5,5,25,25
08644358,0,1,27,3,3,,.8,3,5,2,5,2.5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,.77235729,.80000001,3,5,2,5,2.5,10,3,9,9
08644374,1,0,27,1,,3,.75,2,2,3,4,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,.77235729,.75,2,2,3,4,3,3,3,9,9
08644397,0,0,27,1,11,,.25,2.5,3,0,6.25,2.75,2.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,-.096149743,.25,2.5,3,0,6.25,2.75,2.5,11,121,121
08644406,0,0,26,1,10,,.5,2.2,2.2,5,2,1.9,2.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,-.096149743,.5,2.2,2.2,5,2,1.9,2.2,10,100,100
08644409,1,0,19,2,,10,2,3,2,10,10,5,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,-1.8331639,2,3,2,10,10,5,10,10,100,100
08644577,0,1,23,2,0,,2,3,5,5,2,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.6408644,2,3,5,5,2,,10,0,0,0
08644600,1,0,15,1,,4,.1,3,2,3,4,1.5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,-.96465683,.1,3,2,3,4,1.5,3,4,16,16
08644623,0,0,21,2,5,,1,2,15,5,3,5,25,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,-1.8331639,1,2,15,5,3,5,25,5,25,25
08644639,1,1,26,2,,20,.5,2.2,6.6,2,2,5,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,20,-.96465683,.5,2.2,6.5999999,2,2,5,6,20,400,400
08644858,0,1,26,2,3,,1,5,5,2,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,-.096149743,1,5,5,2,3,1,1,3,9,9
08644875,1,0,19,1,,2,.25,2,1.5,.5,1.5,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,-.096149743,.25,2,1.5,.5,1.5,1,3,2,4,4
08644921,1,0,19,1,,3,.09,2.2,1.5,0,4,1.3,2.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,-.96465683,.090000004,2.2,1.5,0,4,1.3,2.2,3,9,9
08644962,0,1,19,1,5,,1,2,3,2,5,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,-.096149743,1,2,3,2,5,3,4,5,25,25
08644983,0,1,26,2,11,,0,2,3,2,11,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,11,-.96465683,0,2,3,2,11,3,4,11,121,121
08645007,1,0,18,2,,35,4,4,10,0,4,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35,.77235729,4,4,10,0,4,2,4,35,1225,1225
08645013,1,1,26,3,,85,2,10,50,3,50,2,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,-.096149743,2,10,50,3,,2,25,85,7225,7225
08645389,0,1,26,2,10,,2,3,25,20,10,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,-.096149743,2,3,25,20,10,2,10,10,100,100
08645434,1,1,15,1,,0,1,5,6,0,2,2.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.8331639,1,5,6,0,2,2.2,,0,0,0
08645489,1,1,27,3,,10,5,7,5.5,2,6,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,-.096149743,5,7,5.5,2,6,3,4,10,100,100
08645553,1,1,27,3,,5,.8,2,6,2,7,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.96465683,.80000001,2,6,2,7,2,5,5,25,25
08645557,0,0,26,1,5,,1,3,4,3,2,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,-.096149743,1,3,4,3,2,2,3,5,25,25
08645593,0,1,23,2,5,,2,3,2,1,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,5,-.096149743,2,3,2,1,4,2,1,5,25,25
08645602,1,0,26,3,,5,3,1.5,1.5,2,9,1,.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,-.96465683,3,1.5,1.5,2,9,1,.5,5,25,25
08645631,1,1,26,2,,5,10,20,10,20,5,5,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,-.96465683,10,20,10,20,5,5,10,5,25,25
08645635,0,0,19,1,5,,2,5,10,0,2,5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,1.6408644,2,5,10,0,2,5,10,5,25,25
08645683,1,0,8,2,,20,2,3,20,0,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,20,-.096149743,2,3,20,0,3,2,3,20,400,400
08645686,0,1,17,2,5,,1,2,4,3,8,2,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5,1.6408644,1,2,4,3,8,2,10,5,25,25
08645815,0,0,27,3,5,,1,3,2,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.96465683,1,3,2,2,4,4,,5,25,25
08645836,0,1,26,2,0,,.2,10,.3,.01,0,.4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.8331639,.2,10,.30000001,.0099999998,,.40000001,5,0,0,0
08645874,1,1,26,1,,5,1,3,5,0,7,2,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,-.96465683,1,3,5,0,7,2,5,5,25,25
08645895,1,1,15,2,,15,1,2.2,6,50,4,3,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,15,-.96465683,1,2.2,6,50,4,3,10,15,225,225
08645906,0,0,26,3,15,,4,4,10,0,5,5,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,15,-.96465683,4,4,10,0,5,5,8,15,225,225
08645918,0,1,26,2,5,,.5,2,4,3,5,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.096149743,.5,2,4,3,5,3,5,5,25,25
08646037,0,0,21,1,10,,.5,5,2,3,3,5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,.77235729,.5,5,2,3,3,5,3,10,100,100
08646098,1,0,26,1,,2,0,2.5,2,2,7,2.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,-.96465683,0,2.5,2,2,7,2.5,1,2,4,4
08646199,1,1,21,2,,5,3,3,4,5,6,2,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,-.096149743,3,3,4,5,6,2,8,5,25,25
08646540,1,1,19,5,,3,0,3,3,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,3,-.096149743,0,3,3,2,2,2,2,3,9,9
08646565,1,1,18,1,,1,1,3,3,2,2,2,33,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,-1.8331639,1,3,3,2,2,2,33,1,1,1
08646586,1,1,21,2,,5,0,4,4,7,7,7,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,5,-.096149743,0,4,4,7,7,7,5,5,25,25
08646633,0,0,23,2,0,,10,10,15,10,3,20,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.096149743,10,10,15,10,3,20,15,0,0,0
08646775,0,0,27,3,3.5,,.25,2,10,30,31,2.5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.5,-.96465683,.25,2,10,30,31,2.5,8,3.5,12.25,12.25
08646778,0,1,19,1,5,,.03,2.2,2,2,8,2.5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,.77235729,.029999999,2.2,2,2,8,2.5,3,5,25,25
08646812,0,1,26,2,0,,1,5,2,1,1,4,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-.96465683,1,5,2,1,1,4,3,0,0,0
08647126,1,0,23,2,,2,1,3,2,2,2,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,2,-.096149743,1,3,2,2,2,5,5,2,4,4
08647228,1,1,21,2,,5,1,3,3,2,2,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,5,-.096149743,1,3,3,2,2,3,3,5,25,25
08647271,0,0,27,2,2,,1,3,2,1,3,1,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,.77235729,1,3,2,1,3,1,10,2,4,4
08647275,1,0,23,5,,15,2,50,15,20,2,25,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,15,-.96465683,2,,15,20,2,25,10,15,225,225
08647296,1,0,26,1,,3,1,2,1.5,0,5,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,-.96465683,1,2,1.5,0,5,3,5,3,9,9
08647435,1,0,26,2,,4,1,3,2,2,2,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,.77235729,1,3,2,2,2,2,5,4,16,16
08647557,0,1,27,2,10,,2,2,5,10,10,5,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,10,-.096149743,2,2,5,10,10,5,10,10,100,100
08647578,0,1,21,2,25,,2,2,5,2,10,5,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,25,-.096149743,2,2,5,2,10,5,5,25,625,625
08647721,1,0,27,3,,4,.25,2.5,3.5,.5,5,2,3.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,-.096149743,.25,2.5,3.5,.5,5,2,3.5,4,16,16
08647857,1,1,27,2,,6,2.5,1.5,6,60,10,2.5,1.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,-.096149743,2.5,1.5,6,60,10,2.5,1.5,6,36,36
08648067,0,0,23,1,6,,1.6,2,2.8,0,5.2,1.9,3.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,-.096149743,1.6,2,2.8,0,5.1999998,1.9,3.4000001,6,36,36
08648156,0,1,27,2,8,,1,8,20,2,8,5,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,8,1.6408644,1,8,20,2,8,5,20,8,64,64
08648258,1,0,21,1,,10,.01,2,10,2,1,10,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,-.096149743,.0099999998,2,10,2,1,10,10,10,100,100
08648350,0,1,27,3,10,,.75,2,10,2,10,8,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,10,.77235729,.75,2,10,2,10,8,5,10,100,100
08648391,1,1,23,2,,5,.3,3,5,1,3,1,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,-.096149743,.30000001,3,5,1,3,1,10,5,25,25
08648427,0,1,27,5,20,,0,10,10,10,10,10,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,20,.77235729,0,10,10,10,10,10,10,20,400,400
08648532,0,0,23,2,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.6408644,0,0,,0,,,,0,0,0
08648602,0,1,19,1,4,,1,2,6,4,5,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,.77235729,1,2,6,4,5,3,3,4,16,16
08648625,0,0,27,1,5,,.25,2.2,1,3,2,.5,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,.77235729,.25,2.2,1,3,2,.5,2,5,25,25
08648753,1,0,17,1,,8,1,4,1.5,1,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,8,-.96465683,1,4,1.5,1,4,2,2,8,64,64
08648771,1,0,19,2,,3,.25,2.5,3,1,4,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,3,-.096149743,.25,2.5,3,1,4,3,2,3,9,9
08648789,1,0,27,4,,8,1.03,2.5,8,4,7,2.5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,.77235729,1.03,2.5,8,4,7,2.5,5,8,64,64
08648876,1,1,26,2,,3,2,2.2,6,3,2,23,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,3,-.096149743,2,2.2,6,3,2,23,6,3,9,9
08648943,0,1,19,4,2,,1,4.5,20,3,10,4,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,.77235729,1,4.5,20,3,10,4,30,2,4,4
08648950,0,0,27,2,10,,1,2.2,10,10,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1.6408644,1,2.2,10,10,2,2,,10,100,100
08649030,1,0,27,5,,5,0,2,1,4,10,2,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-.96465683,0,2,1,4,10,2,10,5,25,25
08649085,1,0,27,3,,2,2.5,2.5,1.5,2,2,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,-.96465683,2.5,2.5,1.5,2,2,3,2,2,4,4
08649103,1,0,21,2,,2,.4,2.2,1.5,2,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,-.096149743,.40000001,2.2,1.5,2,5,1,1,2,4,4
08649168,1,0,26,4,,10,5,5,10,15,19,19,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,10,-.96465683,5,5,10,15,19,19,15,10,100,100
08649169,0,0,27,2,25,,1,2,5,0,5,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25,-.096149743,1,2,5,0,5,2,4,25,625,625
08649218,1,1,27,2,,5,.1,2,8,2,6,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,.1,2,8,2,6,3,4,5,25,25
08649311,0,1,21,2,10,,2,3,5,2,10,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,10,-.096149743,2,3,5,2,10,5,5,10,100,100
08649511,0,1,27,2,5,,6,10,5,30,5,10,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-.096149743,6,10,5,30,5,10,5,5,25,25
08649529,0,0,27,2,5,,.8,2,2,3,4,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,.80000001,2,2,3,4,2,2,5,25,25
08649682,0,1,26,2,4,,.75,3,5,1.8,3,3,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,.77235729,.75,3,5,1.8,3,3,12,4,16,16
08649781,1,0,27,5,,10,1,1,2,2,5,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,-.96465683,1,1,2,2,5,3,5,10,100,100
08650705,0,0,27,3,3,,1,2,5,3,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,-.096149743,1,2,5,3,3,2,5,3,9,9
08651997,1,1,16,1,,50,30,50,35,25,35,50,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,50,-.96465683,,,35,25,35,,40,50,2500,2500
08653098,0,1,27,4,10,,2,2.2,3,5,5,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,-.096149743,2,2.2,3,5,5,1,3,10,100,100
08653132,0,0,18,1,10,,1.5,2,5,0,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,10,-.096149743,1.5,2,5,0,3,2,2,10,100,100
08653195,0,0,27,2,10,,2,2,2,3,2,4,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1.6408644,2,2,2,3,2,4,3,10,100,100
08653249,0,0,21,2,10,,.9,1,3.5,-100,4.1,4.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,10,-.096149743,.89999998,1,3.5,,4.0999999,4.5999999,,10,100,100
08654564,0,0,26,1,20,,1.5,2.5,10,10,20,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,20,-1.8331639,1.5,2.5,10,10,20,2,5,20,400,400
08655250,1,1,15,2,,10,1,2,8,20,10,5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,10,-.096149743,1,2,8,20,10,5,10,10,100,100
08655270,0,0,27,2,6,,.02,1.5,5,-25,5,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,-.096149743,.02,1.5,5,,5,2,5,6,36,36
08655360,0,0,27,3,5,,2,3,4,2,5,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,-.096149743,2,3,4,2,5,2,,5,25,25
08655452,1,1,19,2,,20,6,0,6,6,15,10,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,20,.77235729,6,0,6,6,15,10,6,20,400,400
08655616,1,1,19,2,,10,12,3,10,2,10,10,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10,-.96465683,12,3,10,2,10,10,10,10,100,100
08655673,0,1,16,2,0,,1.5,2,5,15,1.5,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.8331639,1.5,2,5,15,1.5,2,2,0,0,0
08655721,1,1,27,5,,2,1.8,1.5,2,2,7,1.5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,-.96465683,1.8,1.5,2,2,7,1.5,5,2,4,4
08655791,0,0,27,2,5,,1,3,5,5,5,2,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,-.096149743,1,3,5,5,5,2,5,5,25,25
08655977,0,1,26,1,5,,1,3,10,90,10,3,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,-.096149743,1,3,10,,10,3,10,5,25,25
08657490,1,1,27,3,,15,1,5,25,30,5,7,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,15,-.96465683,1,5,25,30,5,7,25,15,225,225
08660423,0,0,21,2,6,,1.5,6,10,5,8.5,15,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,-.096149743,1.5,6,10,5,8.5,15,25,6,36,36
